"","Week","Customer","Product","Qty"
"182",1,36,"eau",TRUE
"183",1,36,"pates",TRUE
"184",1,36,"bolo",TRUE
"185",1,36,"poires",TRUE
"186",1,36,"soda",TRUE
"187",1,36,"chocololat",TRUE
"188",1,36,"olives",TRUE
"189",1,36,"tomates",TRUE
"190",1,37,"eau",TRUE
"191",1,37,"pates",TRUE
"192",1,38,"pommes",TRUE
"193",1,38,"chocololat",TRUE
"194",1,38,"dextro",TRUE
"195",1,39,"biere",TRUE
"196",1,39,"chocololat",TRUE
"197",1,39,"serviette",TRUE
"198",1,40,"langes",TRUE
"199",1,40,"pommes",TRUE
"200",1,40,"serviette",TRUE
"201",1,40,"olives",TRUE
"202",1,40,"cure-dents",TRUE
"203",1,40,"lait poudre",TRUE
"204",1,41,"pates",TRUE
"205",1,41,"olives",TRUE
"206",1,41,"tomates",TRUE
"207",1,42,"biere",TRUE
"208",1,42,"soda",TRUE
"209",1,42,"chocololat",TRUE
"210",1,42,"tomates",TRUE
"211",1,43,"chocololat",TRUE
"212",1,44,"poires",TRUE
"213",1,44,"olives",TRUE
"214",1,45,"pates",TRUE
"215",1,45,"bolo",TRUE
"216",1,45,"vin rouge",TRUE
"217",1,45,"chocololat",TRUE
"218",1,45,"olives",TRUE
"219",1,46,"pates",TRUE
"220",1,46,"pommes",TRUE
"221",1,46,"soda",TRUE
"222",1,46,"chocololat",TRUE
"223",1,46,"olives",TRUE
"224",1,46,"tomates",TRUE
"225",1,46,"lait poudre",TRUE
"226",1,47,"pates",TRUE
"227",1,47,"bolo",TRUE
"228",1,47,"langes",TRUE
"229",1,47,"vin rouge",TRUE
"230",1,47,"biere",TRUE
"231",1,47,"olives",TRUE
"232",1,47,"tomates",TRUE
"233",1,47,"lait poudre",TRUE
"234",1,48,"langes",TRUE
"235",1,48,"biere",TRUE
"236",1,48,"soda",TRUE
"237",1,49,"eau",TRUE
"238",1,49,"bolo",TRUE
"239",1,49,"langes",TRUE
"240",1,49,"soda",TRUE
"241",1,49,"chocololat",TRUE
"242",1,49,"olives",TRUE
"243",1,50,"pates",TRUE
"244",1,50,"langes",TRUE
"245",1,50,"pommes",TRUE
"246",1,50,"soda",TRUE
"247",1,50,"chocololat",TRUE
"248",1,50,"lait poudre",TRUE
"249",1,51,"eau",TRUE
"250",1,51,"pates",TRUE
"251",1,51,"pommes",TRUE
"252",1,51,"soda",TRUE
"253",1,51,"dextro",TRUE
"254",1,51,"tomates",TRUE
"255",1,52,"poires",TRUE
"256",1,52,"soda",TRUE
"257",1,53,"eau",TRUE
"258",1,53,"pates",TRUE
"259",1,53,"pommes",TRUE
"260",1,53,"chocololat",TRUE
"261",1,53,"dextro",TRUE
"262",1,53,"olives",TRUE
"263",1,53,"tomates",TRUE
"264",1,53,"lait poudre",TRUE
"265",1,54,"eau",TRUE
"266",1,54,"pates",TRUE
"267",1,54,"pommes",TRUE
"268",1,55,"biere",TRUE
"269",1,56,"serviette",TRUE
"270",1,57,"pates",TRUE
"271",1,57,"langes",TRUE
"272",1,57,"poires",TRUE
"273",1,57,"vin rouge",TRUE
"274",1,57,"soda",TRUE
"275",1,57,"chocololat",TRUE
"276",1,57,"olives",TRUE
"277",1,57,"cure-dents",TRUE
"278",1,57,"tomates",TRUE
"279",1,57,"lait poudre",TRUE
"280",1,58,"vin rouge",TRUE
"281",1,58,"soda",TRUE
"282",1,58,"dextro",TRUE
"283",1,59,"eau",TRUE
"284",1,59,"langes",TRUE
"285",1,59,"pommes",TRUE
"286",1,59,"poires",TRUE
"287",1,59,"soda",TRUE
"288",1,59,"chocololat",TRUE
"289",1,59,"serviette",TRUE
"290",1,59,"dextro",TRUE
"291",1,59,"olives",TRUE
"292",1,59,"cure-dents",TRUE
"293",1,59,"lait poudre",TRUE
"294",1,60,"eau",TRUE
"295",1,60,"pates",TRUE
"296",1,60,"biere",TRUE
"297",1,60,"soda",TRUE
"298",1,60,"serviette",TRUE
"299",1,60,"dextro",TRUE
"300",1,61,"pommes",TRUE
"301",1,61,"biere",TRUE
"302",1,61,"soda",TRUE
"303",1,61,"chocololat",TRUE
"304",1,62,"bolo",TRUE
"305",1,62,"biere",TRUE
"306",1,62,"soda",TRUE
"307",1,62,"chocololat",TRUE
"308",1,63,"eau",TRUE
"309",1,63,"pates",TRUE
"310",1,63,"pommes",TRUE
"311",1,63,"dextro",TRUE
"312",1,63,"tomates",TRUE
"313",1,64,"eau",TRUE
"314",1,64,"pates",TRUE
"315",1,64,"bolo",TRUE
"316",1,64,"langes",TRUE
"317",1,64,"pommes",TRUE
"318",1,64,"vin rouge",TRUE
"319",1,64,"soda",TRUE
"320",1,64,"chocololat",TRUE
"321",1,64,"dextro",TRUE
"322",1,64,"olives",TRUE
"323",1,64,"tomates",TRUE
"324",1,64,"lait poudre",TRUE
"325",1,65,"pates",TRUE
"326",1,65,"bolo",TRUE
"327",1,65,"langes",TRUE
"328",1,65,"poires",TRUE
"329",1,65,"soda",TRUE
"330",1,65,"chocololat",TRUE
"331",1,65,"lait poudre",TRUE
"332",1,66,"pates",TRUE
"333",1,66,"vin rouge",TRUE
"334",1,66,"chocololat",TRUE
"335",1,66,"dextro",TRUE
"336",1,67,"chocololat",TRUE
"337",1,68,"pates",TRUE
"338",1,68,"pommes",TRUE
"339",1,68,"poires",TRUE
"340",1,68,"biere",TRUE
"341",1,68,"tomates",TRUE
"342",1,69,"eau",TRUE
"343",1,69,"pates",TRUE
"344",1,69,"bolo",TRUE
"345",1,69,"pommes",TRUE
"346",1,69,"chocololat",TRUE
"347",1,70,"pates",TRUE
"348",1,70,"biere",TRUE
"349",1,70,"soda",TRUE
"350",1,70,"dextro",TRUE
"351",1,71,"soda",TRUE
"352",1,71,"chocololat",TRUE
"353",1,71,"olives",TRUE
"354",1,71,"cure-dents",TRUE
"355",1,72,"eau",TRUE
"356",1,72,"biere",TRUE
"357",1,72,"olives",TRUE
"358",1,73,"eau",TRUE
"359",1,73,"pates",TRUE
"360",1,73,"dextro",TRUE
"361",1,73,"olives",TRUE
"362",1,73,"tomates",TRUE
"363",1,73,"lait poudre",TRUE
"364",1,74,"pates",TRUE
"365",1,74,"langes",TRUE
"366",1,74,"pommes",TRUE
"367",1,74,"chocololat",TRUE
"368",1,74,"tomates",TRUE
"369",1,74,"lait poudre",TRUE
"370",1,75,"pates",TRUE
"371",1,75,"langes",TRUE
"372",1,75,"pommes",TRUE
"373",1,75,"chocololat",TRUE
"374",1,75,"tomates",TRUE
"375",1,75,"lait poudre",TRUE
"376",1,76,"eau",TRUE
"377",1,76,"pates",TRUE
"378",1,76,"langes",TRUE
"379",1,76,"pommes",TRUE
"380",1,76,"soda",TRUE
"381",1,76,"chocololat",TRUE
"382",1,76,"lait poudre",TRUE
"383",1,77,"pates",TRUE
"384",1,77,"bolo",TRUE
"385",1,77,"langes",TRUE
"386",1,77,"pommes",TRUE
"387",1,77,"chocololat",TRUE
"388",1,77,"dextro",TRUE
"389",1,77,"lait poudre",TRUE
"390",1,78,"biere",TRUE
"391",1,78,"soda",TRUE
"392",1,78,"olives",TRUE
"393",1,78,"cure-dents",TRUE
"394",1,79,"eau",TRUE
"395",1,79,"pates",TRUE
"396",1,79,"langes",TRUE
"397",1,79,"pommes",TRUE
"398",1,79,"soda",TRUE
"399",1,79,"chocololat",TRUE
"400",1,79,"dextro",TRUE
"401",1,79,"tomates",TRUE
"402",1,80,"soda",TRUE
"403",1,80,"chocololat",TRUE
"404",1,80,"lait poudre",TRUE
"405",1,81,"eau",TRUE
"406",1,81,"pates",TRUE
"407",1,81,"langes",TRUE
"408",1,81,"poires",TRUE
"409",1,81,"vin rouge",TRUE
"410",1,81,"chocololat",TRUE
"411",1,81,"olives",TRUE
"412",1,81,"cure-dents",TRUE
"413",1,81,"tomates",TRUE
"414",1,82,"pates",TRUE
"415",1,82,"soda",TRUE
"416",1,82,"chocololat",TRUE
"417",1,82,"serviette",TRUE
"418",1,82,"dextro",TRUE
"419",1,82,"tomates",TRUE
"420",1,83,"pates",TRUE
"421",1,83,"biere",TRUE
"422",1,83,"soda",TRUE
"423",1,83,"dextro",TRUE
"424",1,83,"olives",TRUE
"425",1,83,"cure-dents",TRUE
"426",1,83,"tomates",TRUE
"427",1,84,"eau",TRUE
"428",1,84,"pates",TRUE
"429",1,84,"langes",TRUE
"430",1,84,"lait poudre",TRUE
"431",1,85,"pates",TRUE
"432",1,85,"bolo",TRUE
"433",1,85,"vin rouge",TRUE
"434",1,85,"tomates",TRUE
"435",1,86,"eau",TRUE
"436",1,86,"pates",TRUE
"437",1,86,"bolo",TRUE
"438",1,86,"langes",TRUE
"439",1,86,"chocololat",TRUE
"440",1,86,"cure-dents",TRUE
"441",1,86,"lait poudre",TRUE
"442",1,87,"poires",TRUE
"443",1,87,"soda",TRUE
"444",1,87,"chocololat",TRUE
"445",1,88,"eau",TRUE
"446",1,88,"pates",TRUE
"447",1,88,"pommes",TRUE
"448",1,88,"chocololat",TRUE
"449",1,88,"serviette",TRUE
"450",1,88,"dextro",TRUE
"451",1,88,"tomates",TRUE
"452",1,88,"lait poudre",TRUE
"453",1,89,"eau",TRUE
"454",1,89,"pates",TRUE
"455",1,89,"langes",TRUE
"456",1,89,"biere",TRUE
"457",1,89,"soda",TRUE
"458",1,89,"dextro",TRUE
"459",1,89,"tomates",TRUE
"460",1,89,"lait poudre",TRUE
"461",1,90,"eau",TRUE
"462",1,90,"pates",TRUE
"463",1,90,"langes",TRUE
"464",1,90,"pommes",TRUE
"465",1,90,"soda",TRUE
"466",1,90,"chocololat",TRUE
"467",1,90,"tomates",TRUE
"468",1,90,"lait poudre",TRUE
"469",1,91,"pates",TRUE
"470",1,91,"bolo",TRUE
"471",1,91,"langes",TRUE
"472",1,91,"pommes",TRUE
"473",1,91,"vin rouge",TRUE
"474",1,91,"chocololat",TRUE
"475",1,91,"tomates",TRUE
"476",1,91,"lait poudre",TRUE
"477",1,92,"pates",TRUE
"478",1,92,"langes",TRUE
"479",1,92,"pommes",TRUE
"480",1,92,"chocololat",TRUE
"481",1,92,"dextro",TRUE
"482",1,92,"tomates",TRUE
"483",1,93,"eau",TRUE
"484",1,93,"pates",TRUE
"485",1,93,"langes",TRUE
"486",1,93,"pommes",TRUE
"487",1,93,"soda",TRUE
"488",1,93,"chocololat",TRUE
"489",1,93,"serviette",TRUE
"490",1,93,"tomates",TRUE
"491",1,93,"lait poudre",TRUE
"492",1,94,"eau",TRUE
"493",1,94,"pates",TRUE
"494",1,94,"langes",TRUE
"495",1,94,"pommes",TRUE
"496",1,94,"vin rouge",TRUE
"497",1,94,"chocololat",TRUE
"498",1,94,"tomates",TRUE
"499",1,95,"pates",TRUE
"500",1,95,"soda",TRUE
"501",1,95,"serviette",TRUE
"502",1,95,"olives",TRUE
"503",1,96,"eau",TRUE
"504",1,96,"pates",TRUE
"505",1,96,"vin rouge",TRUE
"506",1,96,"chocololat",TRUE
"507",1,96,"tomates",TRUE
"508",1,97,"pommes",TRUE
"509",1,97,"poires",TRUE
"510",1,97,"chocololat",TRUE
"511",1,97,"dextro",TRUE
"512",1,97,"olives",TRUE
"513",1,98,"pates",TRUE
"514",1,98,"bolo",TRUE
"515",1,98,"langes",TRUE
"516",1,98,"pommes",TRUE
"517",1,98,"olives",TRUE
"518",1,98,"tomates",TRUE
"519",1,98,"lait poudre",TRUE
"520",1,99,"eau",TRUE
"521",1,99,"soda",TRUE
"522",1,100,"eau",TRUE
"523",1,100,"pates",TRUE
"524",1,100,"bolo",TRUE
"525",1,100,"langes",TRUE
"526",1,100,"pommes",TRUE
"527",1,100,"poires",TRUE
"528",1,100,"tomates",TRUE
"529",2,1,"bolo",TRUE
"530",2,1,"vin rouge",TRUE
"531",2,1,"chocololat",TRUE
"532",2,2,"eau",TRUE
"533",2,2,"pates",TRUE
"534",2,2,"bolo",TRUE
"535",2,2,"pommes",TRUE
"536",2,2,"chocololat",TRUE
"537",2,3,"pommes",TRUE
"538",2,3,"vin rouge",TRUE
"539",2,3,"dextro",TRUE
"540",2,4,"eau",TRUE
"541",2,4,"vin rouge",TRUE
"542",2,4,"soda",TRUE
"543",2,4,"chocololat",TRUE
"544",2,4,"serviette",TRUE
"545",2,4,"dextro",TRUE
"546",2,4,"olives",TRUE
"547",2,5,"eau",TRUE
"548",2,5,"pates",TRUE
"549",2,5,"pommes",TRUE
"550",2,6,"serviette",TRUE
"551",2,7,"eau",TRUE
"552",2,7,"langes",TRUE
"553",2,7,"pommes",TRUE
"554",2,7,"chocololat",TRUE
"555",2,7,"tomates",TRUE
"556",2,8,"eau",TRUE
"557",2,8,"poires",TRUE
"558",2,8,"soda",TRUE
"559",2,8,"olives",TRUE
"560",2,9,"pates",TRUE
"561",2,9,"langes",TRUE
"562",2,9,"pommes",TRUE
"563",2,9,"tomates",TRUE
"564",2,9,"lait poudre",TRUE
"565",2,10,"pates",TRUE
"566",2,10,"langes",TRUE
"567",2,10,"poires",TRUE
"568",2,10,"vin rouge",TRUE
"569",2,10,"chocololat",TRUE
"570",2,10,"tomates",TRUE
"571",2,10,"lait poudre",TRUE
"572",2,11,"langes",TRUE
"573",2,11,"pommes",TRUE
"574",2,11,"soda",TRUE
"575",2,11,"olives",TRUE
"576",2,11,"cure-dents",TRUE
"577",2,11,"tomates",TRUE
"578",2,11,"lait poudre",TRUE
"579",2,12,"eau",TRUE
"580",2,12,"bolo",TRUE
"581",2,12,"langes",TRUE
"582",2,12,"chocololat",TRUE
"583",2,12,"olives",TRUE
"584",2,13,"eau",TRUE
"585",2,13,"soda",TRUE
"586",2,13,"chocololat",TRUE
"587",2,13,"serviette",TRUE
"588",2,13,"olives",TRUE
"589",2,13,"cure-dents",TRUE
"590",2,14,"pates",TRUE
"591",2,14,"bolo",TRUE
"592",2,14,"soda",TRUE
"593",2,14,"olives",TRUE
"594",2,14,"cure-dents",TRUE
"595",2,15,"eau",TRUE
"596",2,15,"pates",TRUE
"597",2,15,"langes",TRUE
"598",2,15,"olives",TRUE
"599",2,15,"tomates",TRUE
"600",2,15,"lait poudre",TRUE
"601",2,16,"eau",TRUE
"602",2,16,"pates",TRUE
"603",2,16,"pommes",TRUE
"604",2,16,"vin rouge",TRUE
"605",2,16,"biere",TRUE
"606",2,16,"dextro",TRUE
"607",2,16,"tomates",TRUE
"608",2,17,"eau",TRUE
"609",2,17,"langes",TRUE
"610",2,17,"pommes",TRUE
"611",2,17,"vin rouge",TRUE
"612",2,17,"soda",TRUE
"613",2,17,"chocololat",TRUE
"614",2,18,"pates",TRUE
"615",2,18,"chocololat",TRUE
"616",2,18,"dextro",TRUE
"617",2,18,"olives",TRUE
"618",2,18,"tomates",TRUE
"619",2,19,"pates",TRUE
"620",2,19,"olives",TRUE
"621",2,19,"cure-dents",TRUE
"622",2,19,"tomates",TRUE
"623",2,20,"pates",TRUE
"624",2,20,"bolo",TRUE
"625",2,20,"langes",TRUE
"626",2,20,"poires",TRUE
"627",2,20,"chocololat",TRUE
"628",2,20,"lait poudre",TRUE
"629",2,21,"eau",TRUE
"630",2,21,"pates",TRUE
"631",2,21,"bolo",TRUE
"632",2,21,"langes",TRUE
"633",2,21,"biere",TRUE
"634",2,21,"soda",TRUE
"635",2,21,"chocololat",TRUE
"636",2,21,"lait poudre",TRUE
"637",2,22,"biere",TRUE
"638",2,22,"soda",TRUE
"639",2,22,"chocololat",TRUE
"640",2,22,"serviette",TRUE
"641",2,22,"cure-dents",TRUE
"642",2,23,"vin rouge",TRUE
"643",2,24,"poires",TRUE
"644",2,24,"dextro",TRUE
"645",2,25,"pates",TRUE
"646",2,25,"bolo",TRUE
"647",2,25,"langes",TRUE
"648",2,25,"chocololat",TRUE
"649",2,25,"tomates",TRUE
"650",2,25,"lait poudre",TRUE
"651",2,26,"biere",TRUE
"652",2,27,"pates",TRUE
"653",2,27,"biere",TRUE
"654",2,27,"chocololat",TRUE
"655",2,27,"olives",TRUE
"656",2,27,"tomates",TRUE
"657",2,28,"pates",TRUE
"658",2,28,"tomates",TRUE
"659",2,29,"eau",TRUE
"660",2,29,"pates",TRUE
"661",2,29,"bolo",TRUE
"662",2,29,"langes",TRUE
"663",2,29,"pommes",TRUE
"664",2,29,"poires",TRUE
"665",2,29,"chocololat",TRUE
"666",2,29,"olives",TRUE
"667",2,29,"tomates",TRUE
"668",2,29,"lait poudre",TRUE
"669",2,30,"pates",TRUE
"670",2,30,"langes",TRUE
"671",2,30,"pommes",TRUE
"672",2,30,"soda",TRUE
"673",2,30,"chocololat",TRUE
"674",2,30,"serviette",TRUE
"675",2,30,"lait poudre",TRUE
"676",2,31,"pates",TRUE
"677",2,31,"soda",TRUE
"678",2,31,"chocololat",TRUE
"679",2,31,"serviette",TRUE
"680",2,31,"olives",TRUE
"681",2,32,"pates",TRUE
"682",2,32,"pommes",TRUE
"683",2,32,"dextro",TRUE
"684",2,32,"tomates",TRUE
"685",2,33,"eau",TRUE
"686",2,33,"pates",TRUE
"687",2,33,"langes",TRUE
"688",2,33,"soda",TRUE
"689",2,33,"chocololat",TRUE
"690",2,33,"olives",TRUE
"691",2,33,"tomates",TRUE
"692",2,33,"lait poudre",TRUE
"693",2,34,"eau",TRUE
"694",2,34,"pates",TRUE
"695",2,34,"pommes",TRUE
"696",2,34,"vin rouge",TRUE
"697",2,34,"soda",TRUE
"698",2,34,"dextro",TRUE
"699",2,35,"pates",TRUE
"700",2,35,"soda",TRUE
"701",2,35,"serviette",TRUE
"702",2,35,"tomates",TRUE
"703",2,36,"eau",TRUE
"704",2,36,"pates",TRUE
"705",2,36,"langes",TRUE
"706",2,36,"soda",TRUE
"707",2,36,"chocololat",TRUE
"708",2,36,"tomates",TRUE
"709",2,37,"eau",TRUE
"710",2,37,"poires",TRUE
"711",2,37,"serviette",TRUE
"712",2,37,"dextro",TRUE
"713",2,37,"tomates",TRUE
"714",2,38,"eau",TRUE
"715",2,38,"pates",TRUE
"716",2,38,"soda",TRUE
"717",2,38,"serviette",TRUE
"718",2,38,"dextro",TRUE
"719",2,38,"tomates",TRUE
"720",2,39,"pates",TRUE
"721",2,39,"vin rouge",TRUE
"722",2,39,"olives",TRUE
"723",2,40,"pates",TRUE
"724",2,40,"bolo",TRUE
"725",2,40,"langes",TRUE
"726",2,40,"pommes",TRUE
"727",2,40,"poires",TRUE
"728",2,40,"chocololat",TRUE
"729",2,41,"pates",TRUE
"730",2,41,"tomates",TRUE
"731",2,42,"soda",TRUE
"732",2,42,"chocololat",TRUE
"733",2,42,"serviette",TRUE
"734",2,43,"poires",TRUE
"735",2,43,"vin rouge",TRUE
"736",2,44,"soda",TRUE
"737",2,44,"olives",TRUE
"738",2,45,"pates",TRUE
"739",2,45,"langes",TRUE
"740",2,45,"pommes",TRUE
"741",2,45,"chocololat",TRUE
"742",2,45,"tomates",TRUE
"743",2,45,"lait poudre",TRUE
"744",2,46,"pates",TRUE
"745",2,46,"langes",TRUE
"746",2,46,"pommes",TRUE
"747",2,46,"vin rouge",TRUE
"748",2,46,"chocololat",TRUE
"749",2,46,"dextro",TRUE
"750",2,46,"olives",TRUE
"751",2,46,"tomates",TRUE
"752",2,47,"pates",TRUE
"753",2,47,"langes",TRUE
"754",2,47,"pommes",TRUE
"755",2,47,"soda",TRUE
"756",2,47,"chocololat",TRUE
"757",2,47,"lait poudre",TRUE
"758",2,48,"pates",TRUE
"759",2,48,"bolo",TRUE
"760",2,48,"langes",TRUE
"761",2,48,"vin rouge",TRUE
"762",2,48,"chocololat",TRUE
"763",2,48,"lait poudre",TRUE
"764",2,49,"langes",TRUE
"765",2,49,"soda",TRUE
"766",2,49,"chocololat",TRUE
"767",2,49,"lait poudre",TRUE
"768",2,50,"pates",TRUE
"769",2,50,"pommes",TRUE
"770",2,50,"poires",TRUE
"771",2,50,"soda",TRUE
"772",2,50,"chocololat",TRUE
"773",2,50,"dextro",TRUE
"774",2,50,"lait poudre",TRUE
"775",2,51,"pates",TRUE
"776",2,51,"pommes",TRUE
"777",2,51,"olives",TRUE
"778",2,52,"pates",TRUE
"779",2,52,"vin rouge",TRUE
"780",2,52,"chocololat",TRUE
"781",2,52,"tomates",TRUE
"782",2,53,"eau",TRUE
"783",2,53,"pommes",TRUE
"784",2,53,"chocololat",TRUE
"785",2,53,"dextro",TRUE
"786",2,53,"lait poudre",TRUE
"787",2,54,"eau",TRUE
"788",2,54,"pates",TRUE
"789",2,54,"pommes",TRUE
"790",2,54,"biere",TRUE
"791",2,54,"soda",TRUE
"792",2,54,"chocololat",TRUE
"793",2,54,"serviette",TRUE
"794",2,55,"biere",TRUE
"795",2,55,"soda",TRUE
"796",2,55,"olives",TRUE
"797",2,56,"vin rouge",TRUE
"798",2,56,"biere",TRUE
"799",2,56,"serviette",TRUE
"800",2,57,"pates",TRUE
"801",2,57,"bolo",TRUE
"802",2,57,"langes",TRUE
"803",2,57,"pommes",TRUE
"804",2,57,"soda",TRUE
"805",2,57,"chocololat",TRUE
"806",2,57,"cure-dents",TRUE
"807",2,57,"tomates",TRUE
"808",2,58,"eau",TRUE
"809",2,58,"soda",TRUE
"810",2,58,"chocololat",TRUE
"811",2,59,"eau",TRUE
"812",2,59,"pates",TRUE
"813",2,59,"langes",TRUE
"814",2,59,"pommes",TRUE
"815",2,59,"poires",TRUE
"816",2,59,"chocololat",TRUE
"817",2,59,"serviette",TRUE
"818",2,59,"dextro",TRUE
"819",2,59,"olives",TRUE
"820",2,59,"tomates",TRUE
"821",2,59,"lait poudre",TRUE
"822",2,60,"pates",TRUE
"823",2,60,"pommes",TRUE
"824",2,60,"biere",TRUE
"825",2,60,"chocololat",TRUE
"826",2,60,"serviette",TRUE
